UserID,DeviceID,TypeOfAccess,TimeOfAccess,UserAuthorityLevel,DeviceAuthorityLevel,Anomaly
U1004,D201,Entry,09-02-2024 09:12,2,1,0
U1008,D201,Entry,09-02-2024 09:28,1,1,0
U1003,D203,Entry,09-02-2024 10:29,2,1,0
U1005,D201,Entry,09-02-2024 11:10,1,1,0
U1007,D202,Entry,09-02-2024 12:05,2,2,0
U1006,D205,Entry,09-02-2024 13:48,3,2,0
U1004,D202,Entry,09-02-2024 15:36,2,2,0
U1007,D202,Entry,09-02-2024 15:46,2,2,0
U1005,D203,Entry,09-02-2024 15:59,1,1,0
U1003,D205,Entry,09-02-2024 17:55,2,2,0
U1007,D204,Exit,09-02-2024 19:51,2,2,0
U1007,D205,Entry,09-02-2024 20:30,2,2,0
U10010,D201,Exit,09-02-2024 21:01,2,1,1
U10010,D205,Entry,09-02-2024 21:40,2,2,0
U1006,D204,Entry,09-02-2024 23:21,3,2,0
U1009,D204,Entry,09-02-2024 23:57,3,2,0
U1003,D204,Exit,10-02-2024 01:37,2,2,0
U1006,D202,Entry,10-02-2024 03:13,3,2,0
U1001,D205,Entry,10-02-2024 03:19,2,2,0
U1005,D203,Exit,10-02-2024 04:09,1,1,0
U1004,D205,Exit,10-02-2024 04:17,2,2,0
U1001,D201,Exit,10-02-2024 05:04,2,1,0
U1005,D203,Entry,10-02-2024 05:20,1,1,0
U1004,D205,Exit,10-02-2024 06:23,2,2,1
U1009,D204,Entry,10-02-2024 07:22,3,2,0
U1004,D201,Exit,10-02-2024 08:42,2,1,1
U1007,D202,Exit,10-02-2024 10:20,2,2,0
U1005,D201,Entry,10-02-2024 11:39,1,1,0
U1004,D202,Entry,10-02-2024 12:27,2,2,0
U1007,D203,Entry,10-02-2024 13:05,2,1,0
U1008,D203,Entry,10-02-2024 14:31,1,1,0
U1008,D203,Exit,10-02-2024 14:52,1,1,0
U1005,D203,Exit,10-02-2024 15:56,1,1,0
U1002,D205,Exit,10-02-2024 16:51,3,2,0
U1001,D203,Entry,10-02-2024 18:08,2,1,0
U1001,D204,Entry,10-02-2024 19:17,2,2,0
U1003,D203,Entry,10-02-2024 20:22,2,1,0
U1002,D204,Entry,10-02-2024 20:48,3,2,0
U1006,D202,Entry,10-02-2024 22:19,3,2,0
U10010,D201,Entry,10-02-2024 22:54,2,1,0
U1009,D202,Exit,10-02-2024 23:14,3,2,0
U1004,D202,Exit,11-02-2024 00:51,2,2,0
U1009,D204,Exit,11-02-2024 02:14,3,2,1
U1008,D201,Entry,11-02-2024 02:39,1,1,0
U10010,D204,Exit,11-02-2024 03:34,2,2,0
U1003,D201,Entry,11-02-2024 04:29,2,1,0
U10010,D205,Entry,11-02-2024 06:12,2,2,0
U10010,D201,Entry,11-02-2024 07:15,2,1,0
U1002,D202,Entry,11-02-2024 08:08,3,2,0
U1003,D202,Entry,11-02-2024 09:48,2,2,0
U1002,D201,Entry,11-02-2024 09:58,3,1,0
U1001,D201,Exit,11-02-2024 11:36,2,1,0
U1009,D205,Entry,11-02-2024 12:03,3,2,0
U1003,D204,Exit,11-02-2024 12:51,2,2,0
U1002,D204,Exit,11-02-2024 14:04,3,2,0
U1002,D204,Exit,11-02-2024 14:34,3,2,1
U1004,D203,Entry,11-02-2024 16:13,2,1,0
U1003,D203,Entry,11-02-2024 16:42,2,1,0
U1004,D201,Entry,11-02-2024 18:33,2,1,0
U1003,D203,Entry,11-02-2024 20:25,2,1,0
U1007,D202,Exit,11-02-2024 20:31,2,2,0
U10010,D202,Exit,11-02-2024 22:02,2,2,0
U1008,D201,Entry,11-02-2024 23:30,1,1,0
U1006,D201,Entry,12-02-2024 01:01,3,1,0
U10010,D201,Exit,12-02-2024 01:12,2,1,1
U1009,D201,Exit,12-02-2024 02:39,3,1,0
U10010,D205,Entry,12-02-2024 02:52,2,2,0
U10010,D204,Entry,12-02-2024 04:17,2,2,0
U1003,D201,Exit,12-02-2024 05:14,2,1,0
U1003,D203,Entry,12-02-2024 05:51,2,1,0
U1007,D204,Exit,12-02-2024 06:01,2,2,1
U1004,D201,Exit,12-02-2024 07:45,2,1,0
U1003,D205,Exit,12-02-2024 09:19,2,2,0
U1001,D205,Entry,12-02-2024 09:37,2,2,0
U1009,D204,Exit,12-02-2024 10:13,3,2,1
U1005,D201,Entry,12-02-2024 11:48,1,1,0
U1008,D201,Exit,12-02-2024 12:20,1,1,0
U1006,D205,Exit,12-02-2024 14:07,3,2,0
U1009,D205,Entry,12-02-2024 15:24,3,2,0
U1001,D202,Entry,12-02-2024 16:42,2,2,0
U1009,D201,Entry,12-02-2024 17:53,3,1,0
U1006,D202,Entry,12-02-2024 19:14,3,2,0
U1004,D203,Entry,12-02-2024 19:43,2,1,0
U1009,D204,Entry,12-02-2024 20:34,3,2,0
U10010,D202,Exit,12-02-2024 21:45,2,2,0
U1004,D204,Entry,12-02-2024 21:51,2,2,0
U10010,D202,Exit,12-02-2024 22:29,2,2,1
U1004,D203,Exit,13-02-2024 00:04,2,1,0
U1005,D201,Exit,13-02-2024 00:39,1,1,1
U1005,D201,Entry,13-02-2024 01:25,1,1,0
U1001,D203,Entry,13-02-2024 02:29,2,1,0
U1006,D203,Exit,13-02-2024 03:59,3,1,0
U1009,D205,Entry,13-02-2024 05:38,3,2,0
U1007,D203,Entry,13-02-2024 06:09,2,1,0
U1009,D201,Exit,13-02-2024 07:33,3,1,0
U10010,D205,Entry,13-02-2024 09:10,2,2,0
U1002,D201,Exit,13-02-2024 10:33,3,1,1
U1002,D203,Entry,13-02-2024 10:47,3,1,0
U1005,D201,Exit,13-02-2024 11:45,1,1,0
U1005,D201,Entry,13-02-2024 12:42,1,1,0
U1008,D201,Entry,13-02-2024 13:41,1,1,0
U10010,D201,Entry,13-02-2024 13:56,2,1,0
U1003,D205,Entry,13-02-2024 14:15,2,2,0
U1001,D201,Entry,13-02-2024 15:18,2,1,0
U1007,D202,Entry,13-02-2024 16:40,2,2,0
U10010,D205,Entry,13-02-2024 16:49,2,2,0
U1007,D204,Exit,13-02-2024 17:15,2,2,1
U1001,D202,Entry,13-02-2024 19:10,2,2,0
U1008,D203,Entry,13-02-2024 20:42,1,1,0
U1002,D202,Entry,13-02-2024 21:13,3,2,0
U10010,D201,Entry,13-02-2024 23:08,2,1,0
U1003,D204,Entry,13-02-2024 23:17,2,2,0
U1008,D203,Exit,14-02-2024 00:21,1,1,0
U1002,D204,Entry,14-02-2024 01:10,3,2,0
U1004,D201,Entry,14-02-2024 01:15,2,1,0
U1001,D201,Exit,14-02-2024 01:35,2,1,0
U1001,D203,Entry,14-02-2024 02:21,2,1,0
U1009,D205,Exit,14-02-2024 03:41,3,2,1
U1003,D201,Exit,14-02-2024 05:01,2,1,0
U1007,D201,Entry,14-02-2024 05:36,2,1,0
U1001,D201,Exit,14-02-2024 05:57,2,1,0
U1003,D201,Exit,14-02-2024 07:57,2,1,1
U1007,D205,Exit,14-02-2024 09:43,2,2,0
U10010,D205,Entry,14-02-2024 11:18,2,2,0
U1002,D203,Entry,14-02-2024 12:38,3,1,0
U10010,D204,Exit,14-02-2024 13:58,2,2,0
U1005,D201,Entry,14-02-2024 15:37,1,1,0
U1001,D202,Exit,14-02-2024 16:41,2,2,1
U1001,D204,Exit,14-02-2024 17:25,2,2,1
U1009,D201,Entry,14-02-2024 17:53,3,1,0
U1001,D202,Entry,14-02-2024 19:20,2,2,0
U10010,D204,Entry,14-02-2024 21:15,2,2,0
U1005,D203,Exit,14-02-2024 22:20,1,1,0
U1005,D201,Entry,14-02-2024 22:49,1,1,0
U1006,D204,Entry,15-02-2024 00:47,3,2,0
U1002,D205,Exit,15-02-2024 01:45,3,2,0
U1005,D203,Exit,15-02-2024 03:19,1,1,0
U1005,D201,Entry,15-02-2024 04:10,1,1,0
U1002,D201,Entry,15-02-2024 04:34,3,1,0
U1006,D202,Entry,15-02-2024 05:20,3,2,0
U1001,D202,Entry,15-02-2024 07:06,2,2,0
U1007,D205,Entry,15-02-2024 07:14,2,2,0
U1006,D202,Exit,15-02-2024 08:49,3,2,0
U1003,D204,Exit,15-02-2024 09:35,2,2,1
U1007,D203,Exit,15-02-2024 11:16,2,1,0
U1004,D203,Entry,15-02-2024 12:35,2,1,0
U1005,D203,Exit,15-02-2024 13:14,1,1,0
U1004,D204,Entry,15-02-2024 14:24,2,2,0
U1006,D201,Exit,15-02-2024 14:56,3,1,1
U1006,D205,Exit,15-02-2024 15:16,3,2,1
U1004,D201,Entry,15-02-2024 16:24,2,1,0
U1004,D205,Exit,15-02-2024 17:47,2,2,0
U1007,D202,Exit,15-02-2024 18:04,2,2,1
U10010,D202,Entry,15-02-2024 18:32,2,2,0
U1005,D201,Entry,15-02-2024 18:41,1,1,0
U1001,D203,Entry,15-02-2024 19:16,2,1,0
U1008,D203,Entry,15-02-2024 21:00,1,1,0
U1002,D202,Entry,15-02-2024 22:41,3,2,0
U1007,D202,Exit,16-02-2024 00:04,2,2,1
U1003,D203,Entry,16-02-2024 00:25,2,1,0
U1006,D201,Entry,16-02-2024 02:03,3,1,0
U1006,D203,Entry,16-02-2024 03:12,3,1,0
U1006,D201,Entry,16-02-2024 04:15,3,1,0
U10010,D204,Exit,16-02-2024 04:44,2,2,0
U1004,D201,Entry,16-02-2024 05:27,2,1,0
U1007,D204,Entry,16-02-2024 06:42,2,2,0
U1008,D203,Exit,16-02-2024 07:31,1,1,0
U1008,D201,Entry,16-02-2024 08:35,1,1,0
U1008,D201,Entry,16-02-2024 09:20,1,1,0
U1006,D201,Entry,16-02-2024 10:52,3,1,0
U1004,D205,Exit,16-02-2024 11:39,2,2,1
U1008,D203,Entry,16-02-2024 12:34,1,1,0
U1005,D203,Exit,16-02-2024 14:05,1,1,0
U1004,D205,Entry,16-02-2024 15:27,2,2,0
U1007,D201,Exit,16-02-2024 17:17,2,1,0
U1009,D204,Exit,16-02-2024 17:46,3,2,0
U1005,D203,Entry,16-02-2024 18:38,1,1,0
U1008,D203,Exit,16-02-2024 19:17,1,1,0
U1004,D201,Entry,16-02-2024 19:47,2,1,0
U1009,D205,Entry,16-02-2024 20:29,3,2,0
U1007,D204,Exit,16-02-2024 22:18,2,2,1
U10010,D205,Entry,16-02-2024 23:58,2,2,0
U1004,D201,Entry,17-02-2024 00:51,2,1,0
U1004,D201,Entry,17-02-2024 01:29,2,1,0
U10010,D204,Entry,17-02-2024 02:07,2,2,0
U1003,D204,Exit,17-02-2024 02:46,2,2,0
U1004,D204,Entry,17-02-2024 03:25,2,2,0
U1008,D203,Exit,17-02-2024 04:54,1,1,1
U1004,D204,Entry,17-02-2024 06:29,2,2,0
U1004,D202,Entry,17-02-2024 07:59,2,2,0
U1009,D203,Entry,17-02-2024 08:11,3,1,0
U1007,D205,Entry,17-02-2024 09:27,2,2,0
U1004,D202,Exit,17-02-2024 10:21,2,2,0
U1005,D203,Entry,17-02-2024 10:34,1,1,0
U1009,D201,Exit,17-02-2024 10:54,3,1,0
U1005,D203,Entry,17-02-2024 11:46,1,1,0
U1009,D203,Entry,17-02-2024 12:55,3,1,0
U10010,D202,Exit,17-02-2024 14:18,2,2,0
U1004,D202,Entry,17-02-2024 16:16,2,2,0
U1007,D205,Entry,17-02-2024 18:06,2,2,0
U1006,D201,Entry,17-02-2024 18:35,3,1,0
U10010,D205,Entry,17-02-2024 20:30,2,2,0
U1004,D203,Exit,17-02-2024 21:01,2,1,0
U1002,D202,Entry,17-02-2024 22:02,3,2,0
U1007,D203,Entry,17-02-2024 23:25,2,1,0
U1009,D201,Exit,18-02-2024 01:07,3,1,1
U1004,D202,Exit,18-02-2024 01:43,2,2,1
U1006,D203,Entry,18-02-2024 03:14,3,1,0
U10010,D204,Entry,18-02-2024 03:50,2,2,0
U10010,D205,Exit,18-02-2024 05:42,2,2,0
U1005,D201,Exit,18-02-2024 05:58,1,1,0
U10010,D201,Entry,18-02-2024 06:10,2,1,0
U1007,D204,Entry,18-02-2024 06:30,2,2,0
U1006,D205,Exit,18-02-2024 08:24,3,2,0
U10010,D202,Exit,18-02-2024 08:49,2,2,0
U1001,D203,Entry,18-02-2024 09:53,2,1,0
U1007,D203,Exit,18-02-2024 10:15,2,1,0
U10010,D202,Exit,18-02-2024 11:23,2,2,1
U1005,D203,Exit,18-02-2024 12:01,1,1,1
U1007,D201,Exit,18-02-2024 12:15,2,1,1
U10010,D201,Entry,18-02-2024 13:21,2,1,0
U1001,D204,Entry,18-02-2024 15:16,2,2,0
U1003,D205,Exit,18-02-2024 16:27,2,2,1
U10010,D201,Exit,18-02-2024 16:35,2,1,1
U1003,D204,Entry,18-02-2024 16:52,2,2,0
U1002,D205,Exit,18-02-2024 17:53,3,2,0
U10010,D201,Entry,18-02-2024 18:28,2,1,0
U1007,D201,Exit,18-02-2024 18:34,2,1,1
U1004,D204,Entry,18-02-2024 20:20,2,2,0
U1007,D202,Entry,18-02-2024 21:25,2,2,0
U1001,D204,Exit,18-02-2024 22:55,2,2,0
U1007,D202,Entry,19-02-2024 00:12,2,2,0
U1003,D201,Exit,19-02-2024 00:49,2,1,0
U10010,D201,Exit,19-02-2024 02:32,2,1,0
U1003,D205,Entry,19-02-2024 04:15,2,2,0
U1001,D205,Entry,19-02-2024 05:26,2,2,0
U1005,D203,Exit,19-02-2024 07:14,1,1,1
U1005,D203,Entry,19-02-2024 08:50,1,1,0
U1008,D201,Exit,19-02-2024 09:10,1,1,1
U1002,D203,Entry,19-02-2024 10:19,3,1,0
U10010,D204,Entry,19-02-2024 10:58,2,2,0
U1008,D203,Exit,19-02-2024 11:54,1,1,1
U1005,D203,Exit,19-02-2024 13:14,1,1,0
U1008,D201,Entry,19-02-2024 14:19,1,1,0
U1001,D202,Entry,19-02-2024 14:56,2,2,0
U1003,D204,Entry,19-02-2024 15:39,2,2,0
U10010,D205,Entry,19-02-2024 16:55,2,2,0
U1009,D201,Entry,19-02-2024 18:29,3,1,0
U1006,D201,Exit,19-02-2024 19:53,3,1,1
U1008,D203,Entry,19-02-2024 20:29,1,1,0
U1002,D201,Entry,19-02-2024 20:49,3,1,0
U1005,D203,Entry,19-02-2024 22:48,1,1,0
U1004,D202,Exit,19-02-2024 23:54,2,2,0
U1009,D202,Entry,20-02-2024 00:12,3,2,0
U1003,D204,Exit,20-02-2024 00:33,2,2,0
U1005,D201,Entry,20-02-2024 01:47,1,1,0
U1002,D204,Entry,20-02-2024 03:04,3,2,0
U1008,D201,Exit,20-02-2024 03:41,1,1,0
U1009,D201,Entry,20-02-2024 04:41,3,1,0
U1002,D203,Exit,20-02-2024 06:34,3,1,0
U10010,D202,Exit,20-02-2024 08:32,2,2,0
U1002,D201,Entry,20-02-2024 10:31,3,1,0
U1003,D202,Entry,20-02-2024 11:01,2,2,0
U1005,D203,Entry,20-02-2024 12:07,1,1,0
U1006,D203,Entry,20-02-2024 12:28,3,1,0
U1005,D203,Exit,20-02-2024 12:57,1,1,0
U1003,D203,Exit,20-02-2024 13:56,2,1,0
U1009,D203,Exit,20-02-2024 15:03,3,1,0
U1001,D203,Entry,20-02-2024 16:59,2,1,0
U10010,D203,Entry,20-02-2024 18:47,2,1,0
U1007,D201,Entry,20-02-2024 20:17,2,1,0
U1002,D201,Entry,20-02-2024 20:55,3,1,0
U1006,D204,Entry,20-02-2024 21:50,3,2,0
U10010,D205,Entry,20-02-2024 22:08,2,2,0
U1002,D202,Entry,20-02-2024 23:22,3,2,0
U1004,D204,Exit,20-02-2024 23:38,2,2,1
U1004,D201,Entry,20-02-2024 23:43,2,1,0
U1001,D203,Exit,21-02-2024 00:53,2,1,0
U1008,D201,Entry,21-02-2024 01:19,1,1,0
U1008,D201,Entry,21-02-2024 02:02,1,1,0
U1001,D204,Entry,21-02-2024 03:24,2,2,0
U1006,D203,Exit,21-02-2024 04:44,3,1,0
U1005,D201,Entry,21-02-2024 05:44,1,1,0
U1008,D203,Exit,21-02-2024 07:10,1,1,0
U1004,D205,Entry,21-02-2024 07:32,2,2,0
U1005,D203,Entry,21-02-2024 09:12,1,1,0
U1001,D203,Entry,21-02-2024 10:25,2,1,0
U1003,D205,Exit,21-02-2024 12:13,2,2,1
U1008,D203,Entry,21-02-2024 13:33,1,1,0
U10010,D201,Entry,21-02-2024 13:59,2,1,0
U1009,D203,Entry,21-02-2024 15:55,3,1,0
U1009,D202,Entry,21-02-2024 17:20,3,2,0
U1007,D203,Exit,21-02-2024 17:26,2,1,0
U1002,D202,Exit,21-02-2024 19:19,3,2,0
U1005,D201,Entry,21-02-2024 19:54,1,1,0
U1002,D201,Entry,21-02-2024 21:31,3,1,0
U1008,D201,Exit,21-02-2024 21:38,1,1,0
U1006,D201,Exit,21-02-2024 22:22,3,1,1
U1005,D203,Entry,21-02-2024 22:51,1,1,0
U1006,D201,Exit,21-02-2024 23:34,3,1,1
U10010,D202,Entry,22-02-2024 01:01,2,2,0
U1004,D205,Entry,22-02-2024 01:46,2,2,0
U1002,D201,Exit,22-02-2024 02:40,3,1,0
U1008,D203,Entry,22-02-2024 04:34,1,1,0
U1004,D201,Entry,22-02-2024 06:14,2,1,0
